datacenter,canceled_job,hours_before_execution,request_month,request_week,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,service_tier,client_type,request_channel,returning_client,previous_job_cancellations,successful_previous_jobs,reserved_gpu_type,assigned_gpu_type,resource_modifications,reservation_commitment,queue_wait_time,workload_profile,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,total_gpu_hours,total_processes,high_value_client
GPU_Cluster_BB,0,145,7,29,20,55903.1,69278.6,3,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,1,no_commitment,0,single_experiment,155.69,0,3,125181.7,3.0,1
GPU_Cluster_BB,0,163,8,34,21,21923.2,23809.3,2,2.0,0,priority,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,240.0,0,1,45732.5,4.0,1
GPU_Cluster_AA,1,304,5,21,26,29042.9,22496.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,72.0,0,0,51539.8,2.0,0
GPU_Cluster_AA,0,102,4,18,29,32232.0,74234.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,73.0,0,2,106466.7,2.0,0
GPU_Cluster_BB,1,1,2,10,28,32429.3,17155.9,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,60.0,0,0,49585.2,1.0,0
GPU_Cluster_AA,0,6,2,8,21,0.0,26218.5,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,35.0,0,0,26218.5,1.0,1
GPU_Cluster_AA,0,83,7,29,11,39050.3,69485.0,2,1.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,213.7,0,1,108535.3,3.0,1
GPU_Cluster_AA,0,61,9,38,19,25621.0,18891.3,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,120.0,1,2,44512.3,2.0,0
GPU_Cluster_BB,0,176,9,37,8,0.0,30100.3,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,116.1,0,0,30100.3,1.0,0
GPU_Cluster_BB,0,34,2,7,16,20686.3,81689.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,68.07,0,1,102375.6,2.0,0
GPU_Cluster_AA,0,0,5,18,6,18380.2,13689.0,2,1.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,128.0,0,0,32069.2,3.0,0
GPU_Cluster_BB,1,75,3,9,3,24044.0,37179.2,4,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,202.51,0,0,61223.2,4.0,1
GPU_Cluster_AA,0,0,5,19,12,0.0,10353.4,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,95.0,0,0,10353.4,2.0,0
GPU_Cluster_AA,0,196,7,28,9,30135.4,68754.4,2,2.0,0,standard,internal_research,api_direct,0,0,0,GPU_T3,GPU_T3,0,no_commitment,0,single_experiment,115.0,0,1,98889.8,4.0,0
GPU_Cluster_BB,0,40,12,49,5,29402.5,20644.7,2,2.0,0,standard,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,160.2,0,0,50047.2,4.0,1
GPU_Cluster_AA,0,13,3,10,5,34300.8,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,1,no_commitment,0,single_experiment,87.0,1,0,34300.8,2.0,0
GPU_Cluster_AA,0,174,7,29,17,14892.7,38505.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,190.0,0,3,53397.7,2.0,1
GPU_Cluster_BB,1,192,5,20,12,0.0,40280.5,2,0.0,0,priority,managed_account,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,42,single_experiment,135.0,0,0,40280.5,2.0,0
GPU_Cluster_AA,0,9,4,14,7,0.0,16031.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,115.0,0,2,16031.9,2.0,0
GPU_Cluster_BB,1,13,8,35,26,17600.6,46875.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,149.0,0,0,64476.1,2.0,1
GPU_Cluster_AA,0,58,10,40,1,31868.9,123190.5,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,125.1,0,0,155059.4,2.0,0
GPU_Cluster_BB,0,100,7,30,22,26168.1,32419.4,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,110.5,0,0,58587.5,2.0,0
GPU_Cluster_BB,0,5,4,18,24,46343.9,0.0,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,152.0,0,1,46343.9,3.0,1
GPU_Cluster_BB,0,13,9,38,11,50314.9,0.0,1,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,99.0,0,1,50314.9,1.0,0
GPU_Cluster_BB,0,4,2,8,16,0.0,36941.6,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,80.0,0,0,36941.6,2.0,0
GPU_Cluster_BB,0,171,7,27,7,8768.6,14834.1,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,111.6,0,0,23602.7,2.0,0
GPU_Cluster_AA,0,81,8,35,27,49607.2,28819.9,2,2.0,0,unknown,internal_research,api_direct,0,0,0,GPU_T3,GPU_T3,0,no_commitment,0,single_experiment,351.0,1,2,78427.1,4.0,1
GPU_Cluster_BB,1,139,8,33,19,23368.1,67960.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,155.0,0,0,91329.0,2.0,1
GPU_Cluster_AA,0,236,9,36,3,50800.5,69001.7,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,single_experiment,79.9,0,0,119802.2,2.0,0
GPU_Cluster_AA,0,2,5,19,7,25347.1,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T2,0,no_commitment,0,single_experiment,79.5,1,1,25347.1,2.0,0
GPU_Cluster_AA,0,10,2,8,25,30138.2,9290.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,52.0,0,1,39428.7,2.0,0
GPU_Cluster_AA,0,170,7,27,8,29964.5,45870.0,2,0.0,1,enterprise,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,single_experiment,155.7,1,2,75834.5,3.0,1
GPU_Cluster_AA,1,203,7,30,28,0.0,10678.7,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,153.75,0,1,10678.7,3.0,1
GPU_Cluster_AA,0,0,3,13,21,0.0,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,1,0,0,GPU_T1,GPU_T9,0,no_commitment,0,single_experiment,0.0,0,0,0.0,2.0,0
GPU_Cluster_BB,0,5,11,47,13,50745.8,36514.6,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,84.0,0,0,87260.4,1.0,1
GPU_Cluster_AA,1,168,4,16,12,0.0,35095.5,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,86.0,0,0,35095.5,2.0,0
GPU_Cluster_BB,1,0,4,15,10,0.0,0.0,0,0.0,0,on_demand,sponsored_project,enterprise_portal,0,0,0,GPU_T12,GPU_T12,0,no_commitment,0,single_experiment,0.0,0,0,0.0,0.0,0
GPU_Cluster_AA,0,8,5,20,14,22794.7,39365.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,multi_run_experiment,89.18,0,1,62160.1,2.0,0
GPU_Cluster_AA,0,352,5,21,25,34167.5,37502.6,2,1.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,84.21,0,0,71670.1,3.0,0
GPU_Cluster_BB,0,5,2,6,9,0.0,14573.5,1,0.0,0,standard,internal_research,api_direct,1,0,1,GPU_T1,GPU_T5,1,no_commitment,0,single_experiment,75.0,0,3,14573.5,1.0,0
GPU_Cluster_BB,0,124,5,23,30,36524.8,82775.1,1,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,87.95,0,0,119299.9,1.0,0
GPU_Cluster_BB,0,54,10,43,16,37150.3,24216.9,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,0,multi_run_experiment,66.5,0,0,61367.2,1.0,0
GPU_Cluster_AA,0,75,7,30,25,21115.6,90782.9,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,1,no_commitment,0,single_experiment,167.0,0,1,111898.5,2.0,1
GPU_Cluster_BB,1,139,6,24,12,15285.9,17784.6,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,110.0,0,0,33070.5,2.0,0
GPU_Cluster_BB,0,8,6,22,2,0.0,19078.7,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,131.2,0,0,19078.7,2.0,0
GPU_Cluster_BB,0,6,6,24,8,0.0,6889.0,2,0.0,0,standard,managed_account,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,110.0,0,0,6889.0,2.0,0
GPU_Cluster_BB,1,109,8,32,10,23349.7,48038.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,125.0,0,1,71388.3,2.0,0
GPU_Cluster_BB,0,0,6,24,17,0.0,11566.5,1,0.0,0,standard,high_priority_partner,enterprise_portal,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,95.0,0,0,11566.5,1.0,1
GPU_Cluster_AA,0,171,7,32,31,39819.3,13155.8,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,single_experiment,111.8,0,0,52975.1,2.0,0
GPU_Cluster_BB,1,277,11,46,7,12678.5,21687.6,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,100.0,0,0,34366.1,2.0,0
GPU_Cluster_AA,0,218,8,33,13,28854.0,28996.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,126.0,0,2,57850.3,2.0,0
GPU_Cluster_BB,0,95,4,16,14,0.0,14291.8,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,65.83,0,1,14291.8,2.0,0
GPU_Cluster_AA,1,131,10,42,9,32424.7,13004.4,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,multi_run_experiment,55.0,0,0,45429.1,2.0,0
GPU_Cluster_BB,0,103,4,15,6,13468.9,38824.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,96.05,0,0,52293.4,2.0,0
GPU_Cluster_AA,0,21,2,7,18,24138.7,21838.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,47.25,1,0,45977.6,2.0,0
GPU_Cluster_AA,0,40,1,3,16,17026.4,57085.2,1,0.0,0,unknown,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T5,0,no_commitment,0,multi_run_experiment,55.0,0,0,74111.6,1.0,0
GPU_Cluster_AA,0,67,8,31,1,52965.2,113579.8,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,1,no_commitment,0,single_experiment,208.2,0,1,166545.0,2.0,1
GPU_Cluster_BB,1,24,4,18,28,0.0,25818.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T5,0,no_commitment,0,single_experiment,144.5,0,0,25818.5,2.0,1
GPU_Cluster_AA,0,0,1,5,29,15428.4,0.0,2,0.0,0,standard,internal_research,broker_platform,1,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,45.0,0,2,15428.4,2.0,0
GPU_Cluster_AA,1,54,8,34,14,27529.2,71930.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,189.0,0,0,99459.9,2.0,1
GPU_Cluster_BB,0,16,11,48,20,26415.1,46893.3,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,79.75,0,0,73308.4,1.0,1
GPU_Cluster_BB,0,10,7,27,6,0.0,15853.3,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,95.0,0,0,15853.3,1.0,1
GPU_Cluster_BB,0,146,6,24,11,41085.7,20415.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,85.0,0,1,61501.1,2.0,0
GPU_Cluster_BB,1,30,9,40,30,0.0,36003.1,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,121.0,0,0,36003.1,2.0,0
GPU_Cluster_BB,1,298,5,20,10,0.0,26463.5,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,207,multi_run_experiment,75.0,0,0,26463.5,2.0,0
GPU_Cluster_AA,0,7,3,9,2,20804.6,36297.4,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,multi_run_experiment,47.0,0,0,57102.0,2.0,0
GPU_Cluster_BB,1,77,4,15,8,36620.4,129582.7,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,80.75,0,0,166203.1,1.0,0
GPU_Cluster_BB,1,178,6,23,9,0.0,15509.2,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,130.0,0,0,15509.2,2.0,0
GPU_Cluster_AA,1,393,10,41,8,20585.4,22598.6,2,0.0,0,priority,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,72.0,0,0,43184.0,2.0,0
GPU_Cluster_BB,1,48,1,4,23,8886.8,19946.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,71.28,0,0,28833.4,2.0,0
GPU_Cluster_BB,0,131,7,27,7,5619.7,39525.3,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,179.1,0,1,45145.0,3.0,1
GPU_Cluster_BB,1,156,6,24,14,0.0,30840.2,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,126.0,0,1,30840.2,2.0,0
GPU_Cluster_BB,1,29,9,38,17,12203.9,15452.9,2,0.0,0,on_demand,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,85.0,0,0,27656.8,2.0,0
GPU_Cluster_BB,0,278,12,50,9,10533.4,23975.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,78.3,0,2,34508.9,2.0,0
GPU_Cluster_BB,0,55,2,6,11,22428.8,44559.0,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,149.6,0,1,66987.8,4.0,1
GPU_Cluster_BB,1,151,7,30,25,17345.0,19028.6,2,0.0,0,priority,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,multi_run_experiment,86.0,0,0,36373.6,2.0,0
GPU_Cluster_AA,1,19,9,40,26,31864.2,56085.7,1,0.0,0,standard,sponsored_project,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,0.0,0,0,87949.9,1.0,0
GPU_Cluster_BB,1,172,10,41,4,0.0,34022.6,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,125.1,0,0,34022.6,3.0,0
GPU_Cluster_BB,1,37,3,11,15,0.0,17961.3,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,110.0,0,0,17961.3,2.0,0
GPU_Cluster_AA,0,113,11,47,13,25818.5,96834.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,37.71,0,1,122652.8,2.0,0
GPU_Cluster_BB,0,98,4,18,26,19565.6,76108.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,98.24,0,1,95673.6,2.0,0
GPU_Cluster_BB,0,44,11,45,1,0.0,59876.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,91.8,0,2,59876.2,2.0,0
GPU_Cluster_AA,0,0,3,13,31,0.0,15848.8,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,65.0,0,0,15848.8,1.0,1
GPU_Cluster_BB,0,1,12,51,16,0.0,15625.5,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,90.0,1,0,15625.5,1.0,0
GPU_Cluster_BB,1,87,1,2,5,0.0,114513.8,2,2.0,0,standard,cloud_marketplace,broker_platform,0,1,0,GPU_T6,GPU_T6,0,no_commitment,0,long_term_contract,153.0,0,0,114513.8,4.0,1
GPU_Cluster_AA,0,206,4,18,28,15255.1,37734.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,39.33,0,1,52989.1,2.0,0
GPU_Cluster_BB,1,162,10,42,14,21701.3,36950.3,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,115.0,0,0,58651.6,1.0,0
GPU_Cluster_AA,0,267,6,26,19,43702.8,45249.0,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,60.35,0,1,88951.8,1.0,0
GPU_Cluster_BB,0,0,8,35,27,0.0,23088.8,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T4,1,no_commitment,0,single_experiment,140.0,0,0,23088.8,1.0,1
GPU_Cluster_BB,1,102,8,34,21,8596.8,45243.1,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,89.1,0,0,53839.9,1.0,0
GPU_Cluster_AA,0,21,4,15,11,0.0,18395.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T6,0,no_commitment,0,single_experiment,99.0,0,1,18395.9,2.0,0
GPU_Cluster_BB,1,45,7,27,2,43734.7,0.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,98.1,0,1,43734.7,2.0,0
GPU_Cluster_BB,0,72,10,44,28,0.0,48359.8,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,58,multi_run_experiment,85.67,0,0,48359.8,2.0,0
GPU_Cluster_BB,1,103,4,17,19,0.0,37050.1,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,115.0,0,0,37050.1,1.0,0
GPU_Cluster_AA,1,253,9,37,12,26106.9,69466.1,2,0.0,0,standard,managed_account,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,58.95,0,0,95573.0,2.0,0
GPU_Cluster_BB,0,4,3,13,21,14121.8,0.0,1,0.0,0,standard,enterprise_client,enterprise_portal,1,1,7,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,65.0,0,0,14121.8,1.0,1
GPU_Cluster_BB,0,38,6,27,27,15095.3,50137.8,2,0.0,0,on_demand,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,63.75,0,0,65233.1,2.0,0
GPU_Cluster_AA,0,17,12,50,4,39338.9,25461.9,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,96.0,1,1,64800.8,2.0,0
GPU_Cluster_AA,0,337,10,42,9,19345.0,44505.8,1,0.0,0,priority,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T1,1,no_commitment,101,multi_run_experiment,44.81,0,0,63850.8,1.0,0
GPU_Cluster_BB,1,214,4,14,8,24165.2,61924.4,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,189.0,0,1,86089.6,4.0,1
GPU_Cluster_BB,0,0,10,41,3,12018.7,0.0,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,156.0,0,0,12018.7,1.0,1
GPU_Cluster_BB,1,96,4,17,26,0.0,21733.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,130.0,0,0,21733.0,2.0,0
GPU_Cluster_AA,0,0,9,36,2,0.0,19973.4,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T5,0,no_commitment,0,single_experiment,134.0,0,0,19973.4,1.0,1
GPU_Cluster_BB,0,62,3,12,14,17743.6,15278.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,60.29,0,1,33022.4,2.0,0
GPU_Cluster_BB,0,56,3,11,18,0.0,11999.2,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,88.2,0,1,11999.2,2.0,0
GPU_Cluster_AA,0,1,7,29,12,12470.8,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,80.1,0,0,12470.8,2.0,0
GPU_Cluster_BB,1,15,2,7,17,0.0,26002.5,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,95.0,0,0,26002.5,2.0,0
GPU_Cluster_BB,1,1,7,28,14,6341.4,16990.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,133.33,0,0,23331.5,2.0,0
GPU_Cluster_BB,0,46,3,11,12,24646.1,36832.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T5,0,no_commitment,0,single_experiment,100.3,0,1,61478.6,2.0,0
GPU_Cluster_BB,0,292,7,30,21,0.0,25989.5,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,115.0,0,0,25989.5,2.0,0
GPU_Cluster_BB,0,0,8,34,22,0.0,12829.4,2,2.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,130.0,0,2,12829.4,4.0,0
GPU_Cluster_AA,0,168,5,18,2,0.0,10346.1,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,62.0,0,0,10346.1,2.0,0
GPU_Cluster_BB,0,68,4,14,5,0.0,68735.8,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T10,1,no_commitment,0,multi_run_experiment,100.0,0,0,68735.8,1.0,0
GPU_Cluster_AA,0,0,12,53,28,0.0,14200.0,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,75.0,0,0,14200.0,2.0,0
GPU_Cluster_BB,0,1,9,39,20,0.0,20523.7,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,169.0,0,1,20523.7,1.0,1
GPU_Cluster_BB,1,68,2,8,17,0.0,21922.9,2,0.0,0,standard,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,21922.9,2.0,0
GPU_Cluster_BB,1,105,4,15,6,0.0,16384.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,16384.4,2.0,0
GPU_Cluster_AA,1,271,6,24,11,13114.1,12993.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,64.8,0,2,26107.6,2.0,0
GPU_Cluster_BB,1,377,10,44,29,0.0,24807.3,2,0.0,0,standard,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,long_term_contract,62.0,0,0,24807.3,2.0,0
GPU_Cluster_BB,0,12,1,2,10,0.0,45388.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,67.58,0,0,45388.1,2.0,0
GPU_Cluster_AA,0,24,6,23,8,0.0,48365.8,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,135.0,0,0,48365.8,2.0,0
GPU_Cluster_BB,1,365,7,28,7,0.0,24385.2,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,62.0,0,0,24385.2,2.0,0
GPU_Cluster_AA,0,186,9,39,23,50261.8,42545.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,95.0,0,1,92806.8,2.0,0
