datacenter,canceled_job,hours_before_execution,request_month,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,service_tier,client_type,request_channel,returning_client,previous_job_cancellations,successful_previous_jobs,reserved_gpu_type,assigned_gpu_type,resource_modifications,reservation_commitment,workload_profile,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,high_value_client,y_true,y_pred,is_error
GPU_Cluster_AA,1,15,7,30,0.0,7654.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,1,no_commitment,single_experiment,173.0,0,3,1,1,0,True
GPU_Cluster_AA,1,1,6,2,0.0,35745.3,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,105.0,0,0,0,1,0,True
GPU_Cluster_BB,1,114,12,28,10191.8,54822.2,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,109.8,0,2,0,1,0,True
GPU_Cluster_BB,1,124,8,8,40265.4,19241.6,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,94.5,0,0,0,1,0,True
GPU_Cluster_BB,1,55,7,8,36745.3,57320.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,142.0,0,1,1,1,0,True
GPU_Cluster_BB,1,15,6,23,0.0,15220.7,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,89.0,0,1,0,1,0,True
GPU_Cluster_BB,1,90,4,23,12656.3,77887.4,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T2,2,no_commitment,single_experiment,99.45,0,1,0,1,0,True
GPU_Cluster_BB,1,148,8,14,18393.8,126983.4,2,0.0,0,priority,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,3,no_commitment,single_experiment,157.5,0,1,1,1,0,True
GPU_Cluster_BB,1,213,8,18,0.0,24293.3,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,100.8,0,1,0,1,0,True
GPU_Cluster_BB,1,151,6,16,10653.0,37068.2,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,162.0,0,1,1,1,0,True
GPU_Cluster_BB,1,5,2,20,21742.5,45755.2,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,85.0,0,0,0,1,0,True
GPU_Cluster_AA,1,154,7,25,13814.4,33532.5,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T7,0,no_commitment,single_experiment,170.0,0,0,1,1,0,True
GPU_Cluster_BB,1,42,3,17,31249.0,81033.5,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,124.79,0,1,0,1,0,True
GPU_Cluster_BB,1,89,4,5,0.0,24934.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,117.0,0,1,0,1,0,True
GPU_Cluster_BB,1,28,6,2,0.0,13159.4,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,140.0,0,1,1,1,0,True
GPU_Cluster_BB,1,23,1,20,0.0,24450.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,106.75,0,2,0,1,0,True
GPU_Cluster_AA,1,39,9,23,0.0,17442.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,139.0,0,1,1,1,0,True
GPU_Cluster_AA,1,48,7,27,14054.3,17228.6,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,167.0,0,1,1,1,0,True
GPU_Cluster_BB,1,8,5,25,0.0,15650.0,1,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,119.0,0,0,0,1,0,True
GPU_Cluster_AA,1,55,10,3,46737.1,75118.1,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,89.0,0,2,0,1,0,True
GPU_Cluster_BB,1,173,3,31,0.0,81066.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,long_term_contract,100.8,0,2,0,1,0,True
GPU_Cluster_AA,1,96,10,27,37156.6,79059.2,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,multi_run_experiment,66.02,0,0,0,1,0,True
GPU_Cluster_BB,1,330,8,16,0.0,41509.9,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,1,no_commitment,single_experiment,129.73,0,2,0,1,0,True
GPU_Cluster_BB,1,102,7,26,0.0,35813.8,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,94.5,0,1,0,1,0,True
GPU_Cluster_BB,1,21,11,18,0.0,21468.5,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,174.0,0,1,1,1,0,True
GPU_Cluster_AA,1,262,7,3,24534.3,111121.5,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,138.09,0,2,1,1,0,True
GPU_Cluster_AA,1,94,6,6,11098.0,67927.6,2,0.0,0,priority,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,2,no_commitment,single_experiment,129.9,0,0,0,1,0,True
GPU_Cluster_AA,1,263,5,25,26611.5,34643.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,multi_run_experiment,80.1,0,1,0,1,0,True
GPU_Cluster_BB,1,75,8,20,0.0,16169.6,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,118.15,0,2,0,1,0,True
GPU_Cluster_BB,1,177,6,3,0.0,39618.4,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,100.0,0,0,0,1,0,True
GPU_Cluster_BB,1,34,11,20,10232.0,0.0,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,98.0,0,0,0,1,0,True
GPU_Cluster_AA,1,38,11,8,0.0,48389.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,46.8,0,0,0,1,0,True
GPU_Cluster_BB,1,113,8,1,0.0,49217.2,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,125.0,0,1,0,1,0,True
GPU_Cluster_AA,1,59,7,11,20747.9,106321.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,111.25,0,2,0,1,0,True
GPU_Cluster_AA,1,173,4,14,32226.8,55804.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,94.5,0,3,0,1,0,True
GPU_Cluster_AA,1,25,2,24,30314.6,23059.1,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,34.0,0,0,0,1,0,True
GPU_Cluster_AA,1,158,5,8,23072.4,24979.9,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,2,no_commitment,single_experiment,83.05,0,1,0,1,0,True
GPU_Cluster_AA,1,16,10,9,10912.5,0.0,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,55.0,0,0,0,1,0,True
GPU_Cluster_BB,1,94,8,18,21998.6,73004.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,multi_run_experiment,125.0,0,0,0,1,0,True
GPU_Cluster_BB,1,161,2,19,30160.4,17145.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,104.0,0,1,0,1,0,True
GPU_Cluster_BB,1,220,8,30,0.0,34159.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,117.0,0,1,0,1,0,True
GPU_Cluster_BB,1,1,7,14,6341.4,16990.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,133.33,0,0,0,1,0,True
GPU_Cluster_BB,1,84,6,28,0.0,43945.9,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,120.0,0,1,0,1,0,True
GPU_Cluster_BB,1,131,2,27,11240.7,44082.6,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,120.7,0,1,0,1,0,True
GPU_Cluster_AA,1,36,2,17,0.0,37003.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T3,1,no_commitment,single_experiment,48.0,0,1,0,1,0,True
GPU_Cluster_BB,1,16,1,10,0.0,14717.3,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,89.5,0,1,0,1,0,True
GPU_Cluster_AA,1,131,10,9,32579.1,14488.6,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T1,GPU_T1,1,no_commitment,multi_run_experiment,55.0,0,0,0,1,0,True
GPU_Cluster_AA,1,316,8,7,34383.1,35974.8,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,188.38,0,2,1,1,0,True
GPU_Cluster_BB,1,16,11,27,0.0,29822.1,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,long_term_contract,55.0,0,0,0,1,0,True
GPU_Cluster_BB,1,50,11,18,19198.5,25261.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,93.6,0,2,0,1,0,True
GPU_Cluster_BB,1,200,10,24,14913.2,59316.6,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,100.3,0,0,0,1,0,True
GPU_Cluster_BB,1,172,6,24,0.0,10080.4,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,95.0,0,0,0,1,0,True
GPU_Cluster_BB,1,149,8,17,0.0,29927.7,1,2.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,152.5,0,1,1,1,0,True
GPU_Cluster_BB,1,6,12,5,14348.8,56907.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,88.4,0,1,0,1,0,True
GPU_Cluster_AA,1,32,2,8,19736.0,57224.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,53.44,0,1,0,1,0,True
GPU_Cluster_BB,1,9,3,8,15392.8,75674.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,78.2,0,1,0,1,0,True
GPU_Cluster_BB,1,34,6,12,14742.7,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,140.0,0,2,1,1,0,True
GPU_Cluster_AA,1,27,9,23,0.0,18148.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,159.0,0,1,1,1,0,True
GPU_Cluster_BB,1,315,7,7,0.0,13786.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T2,GPU_T2,1,no_commitment,single_experiment,91.85,0,3,0,1,0,True
GPU_Cluster_AA,1,224,4,27,0.0,38141.4,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,90.0,0,1,0,1,0,True
GPU_Cluster_BB,1,0,4,3,22754.2,18754.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,multi_run_experiment,44.6,0,0,0,1,0,True
GPU_Cluster_AA,1,250,6,26,16955.5,46975.6,2,1.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,2,no_commitment,single_experiment,132.6,0,0,0,1,0,True
GPU_Cluster_AA,1,23,3,19,0.0,16408.3,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,80.0,0,1,0,1,0,True
GPU_Cluster_BB,1,208,5,24,0.0,29226.9,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,12.0,0,0,0,1,0,True
GPU_Cluster_BB,1,14,1,19,0.0,34206.5,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,77.6,0,0,0,1,0,True
GPU_Cluster_BB,1,39,8,14,0.0,12952.8,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,101.5,0,0,0,1,0,True
GPU_Cluster_AA,1,42,8,31,12457.7,12835.3,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,117.83,0,2,0,1,0,True
GPU_Cluster_BB,1,31,5,19,0.0,11253.6,3,0.0,0,priority,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,1,no_commitment,single_experiment,279.0,0,0,1,1,0,True
GPU_Cluster_BB,1,124,12,26,8894.0,44968.0,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,105.61,0,2,0,1,0,True
GPU_Cluster_AA,1,19,3,19,33100.7,54605.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,70.17,0,1,0,1,0,True
GPU_Cluster_BB,1,54,1,3,0.0,32746.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,3,no_commitment,single_experiment,77.76,0,2,0,1,0,True
GPU_Cluster_BB,1,130,3,23,22020.8,81740.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,single_experiment,110.0,0,1,0,1,0,True
GPU_Cluster_BB,1,0,12,20,0.0,10202.0,1,0.0,0,standard,managed_account,broker_platform,1,0,6,GPU_T1,GPU_T1,0,no_commitment,single_experiment,65.0,0,2,0,1,0,True
GPU_Cluster_BB,1,80,7,16,16642.0,16241.3,2,1.0,0,priority,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,193.0,0,0,1,1,0,True
GPU_Cluster_AA,1,269,5,24,18487.6,45541.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,89.25,0,3,0,1,0,True
GPU_Cluster_BB,1,0,4,10,38508.6,6746.5,2,1.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T4,0,no_commitment,single_experiment,134.0,0,2,0,1,0,True
GPU_Cluster_BB,1,79,3,24,17435.9,46152.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,90.95,0,1,0,1,0,True
GPU_Cluster_BB,1,40,12,16,14538.9,24022.4,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,88.0,0,3,0,1,0,True
GPU_Cluster_AA,1,0,2,6,11706.3,0.0,1,0.0,0,priority,sponsored_project,api_direct,0,0,0,GPU_T4,GPU_T5,0,no_commitment,single_experiment,0.0,0,0,0,1,0,True
GPU_Cluster_AA,1,73,8,28,21873.9,53297.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,206.0,0,2,1,1,0,True
GPU_Cluster_BB,1,451,7,12,0.0,33553.7,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,90.0,0,0,0,1,0,True
GPU_Cluster_AA,1,156,12,22,51939.1,41625.0,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,0,no_commitment,multi_run_experiment,50.22,0,1,0,1,0,True
GPU_Cluster_BB,1,168,9,11,0.0,40886.9,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,60.0,0,0,0,1,0,True
GPU_Cluster_BB,1,9,8,26,20029.1,62139.4,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,232.57,0,1,1,1,0,True
GPU_Cluster_AA,1,101,8,3,0.0,28354.4,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,213.75,0,0,1,1,0,True
GPU_Cluster_BB,1,55,9,6,56249.5,0.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,75.0,0,0,0,1,0,True
GPU_Cluster_BB,1,21,9,2,20424.2,33778.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,141.0,0,1,1,1,0,True
GPU_Cluster_BB,1,10,10,29,37365.3,12607.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,120.0,0,3,0,1,0,True
GPU_Cluster_AA,1,198,10,5,23869.0,63871.6,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,65.37,0,0,0,1,0,True
GPU_Cluster_AA,1,71,10,18,0.0,27083.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,44.66,0,1,0,1,0,True
GPU_Cluster_BB,1,7,1,16,32344.2,12995.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,78.3,0,0,0,1,0,True
GPU_Cluster_BB,1,96,9,28,15290.4,14325.8,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,multi_run_experiment,138.0,0,0,1,1,0,True
GPU_Cluster_BB,1,34,8,24,0.0,40024.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,149.5,0,1,1,1,0,True
GPU_Cluster_BB,1,29,1,3,0.0,31281.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,79.2,0,1,0,1,0,True
GPU_Cluster_BB,1,34,11,27,34203.5,13679.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T4,1,no_commitment,multi_run_experiment,75.0,0,0,0,1,0,True
GPU_Cluster_BB,1,34,4,12,0.0,26777.2,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,99.9,0,0,0,1,0,True
GPU_Cluster_BB,1,122,4,9,20961.9,9223.7,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,99.0,0,1,0,1,0,True
GPU_Cluster_AA,1,6,6,10,0.0,6982.5,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T3,GPU_T3,0,no_commitment,single_experiment,180.0,0,0,1,1,0,True
GPU_Cluster_AA,1,17,9,11,29547.8,28495.6,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,0,no_commitment,single_experiment,171.0,0,2,1,1,0,True
GPU_Cluster_BB,1,153,10,27,0.0,13680.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,80.1,0,2,0,1,0,True
GPU_Cluster_BB,1,88,5,7,37457.8,38732.3,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,89.1,0,0,0,1,0,True
GPU_Cluster_BB,1,349,10,4,16332.4,85272.8,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,80.0,0,0,0,1,0,True
GPU_Cluster_AA,1,74,2,18,18971.0,18775.7,2,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,40.0,0,0,1,1,0,True
GPU_Cluster_BB,1,0,8,14,0.0,21046.2,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,multi_run_experiment,109.0,0,0,0,1,0,True
GPU_Cluster_AA,1,28,11,7,19290.8,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,42.0,0,1,0,1,0,True
GPU_Cluster_AA,1,55,2,11,23886.2,34586.6,3,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T8,GPU_T8,0,no_commitment,single_experiment,93.0,0,1,0,1,0,True
GPU_Cluster_BB,1,280,11,16,0.0,73209.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,73.95,0,1,0,1,0,True
GPU_Cluster_BB,1,60,11,18,13112.8,44796.3,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,126.0,0,1,0,1,0,True
GPU_Cluster_BB,1,284,4,27,0.0,43538.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,99.0,0,1,0,1,0,True
GPU_Cluster_AA,1,78,4,29,24067.9,46573.5,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T3,GPU_T3,1,no_commitment,single_experiment,120.14,0,2,0,1,0,True
GPU_Cluster_BB,1,218,6,15,0.0,32998.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,130.5,0,1,0,1,0,True
GPU_Cluster_BB,1,88,7,18,36657.4,24684.4,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,68.0,0,1,0,1,0,True
GPU_Cluster_AA,1,11,10,31,10380.9,8366.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,58.0,0,1,0,1,0,True
GPU_Cluster_AA,1,48,6,26,18203.3,54398.7,2,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,76.0,0,0,1,1,0,True
GPU_Cluster_BB,1,21,8,29,13127.1,53906.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,124.25,0,3,0,1,0,True
GPU_Cluster_BB,1,18,2,24,0.0,88537.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,79.0,0,1,0,1,0,True
GPU_Cluster_AA,1,226,5,20,27685.7,57058.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,76.03,0,1,0,1,0,True
GPU_Cluster_BB,1,93,10,31,13022.9,22583.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,90.3,0,2,0,1,0,True
GPU_Cluster_BB,1,105,12,20,0.0,20186.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,93.6,0,1,0,1,0,True
GPU_Cluster_AA,1,40,3,23,0.0,30130.4,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,100.0,0,1,0,1,0,True
GPU_Cluster_AA,1,23,7,11,0.0,92635.9,2,0.0,0,enterprise,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,1,no_commitment,single_experiment,275.0,0,1,1,1,0,True
GPU_Cluster_BB,1,90,12,18,42515.3,0.0,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,109.8,0,1,0,1,0,True
GPU_Cluster_BB,1,5,9,5,0.0,5520.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,long_term_contract,124.0,0,1,0,1,0,True
GPU_Cluster_BB,1,178,3,4,17565.9,11868.6,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,79.2,0,1,0,1,0,True
GPU_Cluster_BB,1,67,9,6,0.0,17453.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,98.1,0,1,0,1,0,True
GPU_Cluster_BB,1,159,5,22,16944.4,15872.0,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,2,no_commitment,single_experiment,126.0,0,2,0,1,0,True
GPU_Cluster_BB,1,228,6,22,18051.8,18708.1,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,single_experiment,166.5,0,2,1,1,0,True
GPU_Cluster_BB,1,396,6,25,56453.8,0.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T2,1,no_commitment,multi_run_experiment,80.0,0,0,0,1,0,True
GPU_Cluster_BB,1,6,3,25,0.0,9245.2,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,98.0,0,0,0,1,0,True
GPU_Cluster_BB,1,2,2,13,0.0,27222.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,single_experiment,79.0,0,1,0,1,0,True
GPU_Cluster_AA,1,39,3,24,0.0,37662.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,single_experiment,80.0,0,1,0,1,0,True
